"Organismo","Nome","CAE","Descrição","Setor","Distrito","Concelho","Código
 PME Líder"
"IAPMEI","Alda Maria Felizardo Azinheira Lopes, Unip., Lda.",,"Culturas de produtos hortícolas, raízes e tubérculos","Agricultura e Pescas","Santarém                                                    ","Santarém","L23-06101BCP"
"IAPMEI","Alecarpeças - Acessórios de Automóveis, Lda.",,"Comércio por grosso de peças e acessórios para veículos automóveis","Comércio","Lisboa                                                      ","Lisboa","L23-02095BCP"
"IAPMEI","Alegres & Ribeiro, Lda.",,"Outra impressão","Indústria","Aveiro                                                      ","Anadia","L23-07222BCP"
"IAPMEI","Alesil - Alumínios, Lda.",,"Comércio por grosso de minérios e de metais","Comércio","Aveiro                                                      ","Ovar","L23-03743CGD"
"IAPMEI","Alexandre & Adriana Oliveira, Lda.",,"Comércio a retalho de vestuário para adultos, em estabelecimentos especializados","Comércio","Braga                                                       ","Guimarães","L23-06466BST"
"IAPMEI","Alexandrino Pais Leitão, Lda.",,"Fabricação de artigos de mármore e de rochas similares ","Indústria","Lisboa                                                      ","Sintra","L23-03244BPI"
"IAPMEI","Alexandrino Pereira & Silva Pereira, Lda.",,"Comércio por grosso de peixe, crustáceos e moluscos","Comércio","Braga                                                       ","Barcelos","L23-06378BPI"
"IAPMEI","Alfa Sul - Alumínios do Sul, S.A.",,"Tratamento e revestimento de metais","Indústria","Lisboa                                                      ","Sintra","L23-02152BCP"
"IAPMEI","Alfaprata - Gestão de Soluções Integradas de Transporte, Lda.",,"Transportes rodoviários de mercadorias","Transportes","Aveiro                                                      ","Oliveira de Azeméis","L23-06442BCP"
"IAPMEI","Alfarevi - Construção Civil, Lda.",,"Revestimento de pavimentos e de paredes","Construção e Imobiliário","Viseu                                                       ","Oliveira de Frades","L23-05072NB "
"IAPMEI","Alfario - Gestão de Soluções Integradas de Transportes, Lda.",,"Transportes rodoviários de mercadorias","Transportes","Lisboa                                                      ","Loures","L23-06071BCP"
"IAPMEI","Alfatubo - Empresa de Plásticos Técnicos, Lda.",,"Fabricação de chapas, folhas, tubos e perfis de plástico","Indústria","Porto                                                       ","Vila Nova de Gaia","L23-02867BPI"
"IAPMEI","Alfermar - Indústria de Alumínios, Lda.",,"Fabricação de portas, janelas e elementos similares em metal","Indústria","Viseu                                                       ","Viseu","L23-02661CGD"
"IAPMEI","Alfinetemágico, Lda.",,"Comércio a retalho de vestuário para adultos, em estabelecimentos especializados","Comércio","Santarém                                                    ","Torres Novas","L23-06408CGD"
"IAPMEI","Alflora - Comércio de Flores, Lda.",,"Comércio por grosso de flores e plantas","Comércio","Porto                                                       ","Matosinhos","L23-03213BPI"
"TP","Alfragés - Gestão de Restaurantes, Lda.",,"Restaurantes sem serviço de mesa ","Turismo","Lisboa                                                      ","Oeiras","L23-11705BCP"
"IAPMEI","Alfredo Nunes Correia, Unip., Lda.",,"Comércio por grosso de madeira em bruto e de produtos derivados","Comércio","Porto                                                       ","Paredes","L23-05909BCP"
"IAPMEI","Algarelevo II, Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Faro                                                        ","Olhão","L23-07078NB "
"IAPMEI","AlgarHouse - Property Maintenance, Soc. Unip., Lda.",,"Construção de edifícios (residenciais e não residenciais)","Construção e Imobiliário","Faro                                                        ","Lagoa","L23-11727CGD"
"TP","Algarosa - Sociedade Gestora de Hotéis, Lda.",,"Aldeamentos turísticos com restaurante","Turismo","Faro                                                        ","Albufeira","L23-03599NB "
"TP","Algarserra II - Agência de Viagens e Turismo, Lda.",,"Actividades das agências de viagem","Turismo","Faro                                                        ","Faro","L23-03682CGD"
"TP","Ali Kebab Restaurante, Lda. ",,"Restaurantes, n.e. (inclui actividades de restauração em meios móveis)","Turismo","Aveiro                                                      ","Aveiro","L23-00528BCP"
"IAPMEI","Alicac - Distribuição, Lda.",,"Transportes rodoviários de mercadorias","Transportes","Leiria                                                      ","Leiria","L23-09420NB "
"TP","Alif - Empreendimentos Turísticos, Lda. ",,"Hotéis com restaurante","Turismo","Lisboa                                                      ","Lisboa","L23-11054BCP"
"IAPMEI","Alirações - Rações para Animais, S.A.",,"Fabricação de alimentos para animais de criação (excepto para aquicultura)","Indústria","Setúbal                                                     ","Alcochete","L23-07833CGD"
"TP","Alisios II - Imobiliária e Turismo, S.A.",,"Hotéis com restaurante","Turismo","Faro                                                        ","Albufeira","L23-07370NB "
"IAPMEI","All - In Jardins, Lda.",,"Actividades de plantação e manutenção de jardins","Serviços","Faro                                                        ","Loulé","L23-00836MG "
"IAPMEI","All Stars Distribution, Lda.",,"Comércio por grosso de peças e acessórios para veículos automóveis","Comércio","Viana do Castelo                                            ","Monção","L23-10239BCP"
"IAPMEI","All The Way - Business Consulting, Lda.",,"Actividades  combinadas de serviços administrativos","Serviços","Porto                                                       ","Porto","L23-10775BST"
"IAPMEI","Allclima - Climatizações, Unip., Lda.",,"Instalação de climatização","Construção e Imobiliário","Coimbra                                                     ","Lousã","L23-05024BPI"
"IAPMEI","Allcover, Lda.",,"Outro comércio por grosso de bens de consumo, n.e.","Comércio","Aveiro                                                      ","Santa Maria da Feira","L23-06714CGD"
"IAPMEI","Allforglass, Unip., Lda.",,"Comércio por grosso de ferragens, ferramentas manuais e artigos para canalizações e aquecimento","Comércio","Aveiro                                                      ","Anadia","L23-00506BCP"
"IAPMEI","Almácla - Importação de Materiais de Construção, Lda.",,"Comércio por grosso de materiais de construção (excepto madeira) e equipamento sanitário","Comércio","Santarém                                                    ","Salvaterra de Magos","L23-09039BPI"
"IAPMEI","Almancilclima - Instalação de Ar Condicionado, Unip., Lda.",,"Instalação de climatização","Construção e Imobiliário","Faro                                                        ","Loulé","L23-09270BIC"
"IAPMEI","Almeida & Alves, Lda.",,"Outras instalações em construções","Construção e Imobiliário","Coimbra                                                     ","Coimbra","L23-05256CGD"
"IAPMEI","Almeida & Arneiro, Lda.",,"Comércio a retalho de relógios e de artigos de ourivesaria e joalharia, em estabelecimentos especializados","Comércio","Setúbal                                                     ","Seixal","L23-03152BST"
"IAPMEI","Almeida & Gomes - Metalomecânica, Lda.",,"Actividades de mecânica geral","Indústria","Aveiro                                                      ","Albergaria-a-Velha","L23-10952BCP"
"IAPMEI","Almeida & Neto - Sociedade de Transportes, Unip., Lda.",,"Transportes rodoviários de mercadorias","Transportes","Lisboa                                                      ","Sintra","L23-07327NB "
"IAPMEI","Almeida & Neves, Lda.",,"Comércio por grosso de outros bens intermédios, n.e.","Comércio","Braga                                                       ","Guimarães","L23-01475NB "
"TP","Almeida Candeias & Filhos, Lda.",,"Restaurantes, n.e. (inclui actividades de restauração em meios móveis)","Turismo","Faro                                                        ","Loulé","L23-11675BCP"
"IAPMEI","Almeida, Cunha & Chaves, Lda.",,"Fabricação de produtos de betão para a construção","Indústria","Viseu                                                       ","Viseu","L23-04029BCP"
"TP","Almoster & Mina, Lda. ",,"Restaurantes sem serviço de mesa ","Turismo","Faro                                                        ","Albufeira","L23-11519CGD"
"IAPMEI","Almovi - Máquinas e Equipamentos, Lda.",,"Comércio por grosso de outras máquinas e equipamentos","Comércio","Lisboa                                                      ","Cascais","L23-02255BST"
"IAPMEI","Aloft, Lda.",,"Fabricação de componentes para calçado","Indústria","Porto                                                       ","Vila do Conde","L23-10660BST"
"IAPMEI","Alphashirt - Equipamentos para a Indústria Gráfica, Lda.",,"Comércio por grosso de outras máquinas e material de escritório","Comércio","Leiria                                                      ","Pombal","L23-05019BCP"
"IAPMEI","Alteiros - Equipamentos e Tecnologias, Lda.",,"Comércio por grosso de máquinas e equipamentos, agrícolas","Comércio","Porto                                                       ","Vila Nova de Gaia","L23-05484BCP"
"IAPMEI","Alternativas a Granel - Reciclagem de Metais, Lda.",,"Comércio por grosso de sucatas e de desperdícios metálicos","Comércio","Santarém                                                    ","Torres Novas","L23-07904BCP"
"IAPMEI","Altimo - Ourivesaria, Lda.",,"Comércio a retalho de relógios e de artigos de ourivesaria e joalharia, em estabelecimentos especializados","Comércio","Porto                                                       ","Porto","L23-10603CGD"
"TP","Alto da Colina - Construções, S.A.",,"Hotéis-Apartamentos com restaurante","Turismo","Faro                                                        ","Albufeira","L23-04461NB "
"TP","Alto do Quintão - Hotéis e Apartamentos, Lda.",,"Hotéis com restaurante","Turismo","Faro                                                        ","Portimão","L23-09999BIC"
